,equity
2021-04-13 07:33:00+00:00,100000.0
2021-04-13 07:34:00+00:00,100000.0
2021-04-13 07:35:00+00:00,100000.0
2021-04-13 07:36:00+00:00,100000.0
2021-04-13 07:37:00+00:00,100000.0
2021-04-13 07:38:00+00:00,100000.0
2021-04-13 07:39:00+00:00,100000.0
2021-04-13 07:40:00+00:00,100000.0
2021-04-13 07:41:00+00:00,100000.0
2021-04-13 07:42:00+00:00,100000.0
2021-04-13 07:43:00+00:00,100000.0
2021-04-13 07:44:00+00:00,100000.0
2021-04-13 07:45:00+00:00,100000.0
2021-04-13 07:46:00+00:00,100000.0
2021-04-13 07:47:00+00:00,100000.0
2021-04-13 07:48:00+00:00,100000.0
2021-04-13 07:49:00+00:00,100000.0
2021-04-13 07:50:00+00:00,100000.0
2021-04-13 07:51:00+00:00,100000.0
2021-04-13 07:52:00+00:00,100000.0
2021-04-13 07:53:00+00:00,100000.0
2021-04-13 07:54:00+00:00,100000.0
2021-04-13 07:55:00+00:00,100000.0
2021-04-13 07:56:00+00:00,100000.0
2021-04-13 07:57:00+00:00,100000.0
2021-04-13 07:58:00+00:00,100000.0
2021-04-13 07:59:00+00:00,100000.0
2021-04-13 08:00:00+00:00,100000.0
2021-04-13 08:01:00+00:00,100000.0
2021-04-13 08:02:00+00:00,99997.15111853057
2021-04-13 08:03:00+00:00,99995.37554179836
2021-04-13 08:04:00+00:00,99999.0394922808
2021-04-13 08:05:00+00:00,99997.82491026995
2021-04-13 08:06:00+00:00,99999.1070001152
2021-04-13 08:07:00+00:00,100002.55369905631
2021-04-13 08:08:00+00:00,99999.06874593631
2021-04-13 08:09:00+00:00,99998.19638362531
2021-04-13 08:10:00+00:00,100002.19605423482
2021-04-13 08:11:00+00:00,100003.5309723402
2021-04-13 08:12:00+00:00,100003.72063146874
2021-04-13 08:13:00+00:00,100008.1609843892
2021-04-13 08:14:00+00:00,100005.96764775447
2021-04-13 08:15:00+00:00,100011.15014669743
2021-04-13 08:16:00+00:00,100012.40839071691
2021-04-13 08:17:00+00:00,100012.40839071691
2021-04-13 08:18:00+00:00,100012.40839071691
2021-04-13 08:19:00+00:00,100012.40839071691
2021-04-13 08:20:00+00:00,100012.40839071691
2021-04-13 08:21:00+00:00,100012.40839071691
2021-04-13 08:22:00+00:00,100012.40839071691
2021-04-13 08:23:00+00:00,100012.40839071691
2021-04-13 08:24:00+00:00,100012.40839071691
2021-04-13 08:25:00+00:00,100012.40839071691
2021-04-13 08:26:00+00:00,100012.40839071691
2021-04-13 08:27:00+00:00,100012.40839071691
2021-04-13 08:28:00+00:00,100012.40839071691
2021-04-13 08:29:00+00:00,100012.40839071691
2021-04-13 08:30:00+00:00,100012.40839071691
2021-04-13 08:31:00+00:00,100012.40839071691
2021-04-13 08:32:00+00:00,100012.40839071691
2021-04-13 08:33:00+00:00,100012.40839071691
2021-04-13 08:34:00+00:00,100012.40839071691
2021-04-13 08:35:00+00:00,100012.40839071691
2021-04-13 08:36:00+00:00,100012.40839071691
2021-04-13 08:37:00+00:00,100012.40839071691
2021-04-13 08:38:00+00:00,100012.40839071691
2021-04-13 08:39:00+00:00,100012.40839071691
2021-04-13 08:40:00+00:00,100012.40839071691
2021-04-13 08:41:00+00:00,100012.40839071691
2021-04-13 08:42:00+00:00,100012.40839071691
2021-04-13 08:43:00+00:00,100012.40839071691
2021-04-13 08:44:00+00:00,100012.40839071691
2021-04-13 08:45:00+00:00,100012.40839071691
2021-04-13 08:46:00+00:00,100012.40839071691
2021-04-13 08:47:00+00:00,100012.40839071691
2021-04-13 08:48:00+00:00,100011.80996799651
2021-04-13 08:49:00+00:00,100015.47706347714
2021-04-13 08:50:00+00:00,100014.60840488877
2021-04-13 08:51:00+00:00,100014.1228209692
2021-04-13 08:52:00+00:00,100012.43063829567
2021-04-13 08:53:00+00:00,100012.50164692366
2021-04-13 08:54:00+00:00,100014.7582935769
2021-04-13 08:55:00+00:00,100015.54775136441
2021-04-13 08:56:00+00:00,100019.16598224721
2021-04-13 08:57:00+00:00,100022.15755090349
2021-04-13 08:58:00+00:00,100024.84712257188
2021-04-13 08:59:00+00:00,100023.34983884728
2021-04-13 09:00:00+00:00,100024.76193401637
2021-04-13 09:01:00+00:00,100024.76193401637
2021-04-13 09:02:00+00:00,100024.76193401637
2021-04-13 09:03:00+00:00,100024.76193401637
2021-04-13 09:04:00+00:00,100024.76193401637
2021-04-13 09:05:00+00:00,100024.76193401637
2021-04-13 09:06:00+00:00,100024.76193401637
2021-04-13 09:07:00+00:00,100024.76193401637
2021-04-13 09:08:00+00:00,100024.76193401637
2021-04-13 09:09:00+00:00,100024.76193401637
2021-04-13 09:10:00+00:00,100024.76193401637
2021-04-13 09:11:00+00:00,100024.76193401637
2021-04-13 09:12:00+00:00,100024.76193401637
2021-04-13 09:13:00+00:00,100024.76193401637
2021-04-13 09:14:00+00:00,100024.76193401637
2021-04-13 09:15:00+00:00,100024.76193401637
2021-04-13 09:16:00+00:00,100024.76193401637
2021-04-13 09:17:00+00:00,100024.76193401637
2021-04-13 09:18:00+00:00,100024.76193401637
2021-04-13 09:19:00+00:00,100024.76193401637
2021-04-13 09:20:00+00:00,100024.76193401637
2021-04-13 09:21:00+00:00,100024.76193401637
2021-04-13 09:22:00+00:00,100024.76193401637
2021-04-13 09:23:00+00:00,100024.76193401637
2021-04-13 09:24:00+00:00,100024.76193401637
2021-04-13 09:25:00+00:00,100024.76193401637
2021-04-13 09:26:00+00:00,100024.76193401637
2021-04-13 09:27:00+00:00,100024.76193401637
2021-04-13 09:28:00+00:00,100024.76193401637
2021-04-13 09:29:00+00:00,100024.76193401637
2021-04-13 09:30:00+00:00,100024.76193401637
2021-04-13 09:31:00+00:00,100024.76193401637
2021-04-13 09:32:00+00:00,100024.76193401637
2021-04-13 09:33:00+00:00,100024.76193401637
2021-04-13 09:34:00+00:00,100024.76193401637
2021-04-13 09:35:00+00:00,100024.76193401637
2021-04-13 09:36:00+00:00,100024.76193401637
2021-04-13 09:37:00+00:00,100024.76193401637
2021-04-13 09:38:00+00:00,100024.76193401637
2021-04-13 09:39:00+00:00,100024.76193401637
2021-04-13 09:40:00+00:00,100024.76193401637
2021-04-13 09:41:00+00:00,100024.76193401637
2021-04-13 09:42:00+00:00,100024.76193401637
2021-04-13 09:43:00+00:00,100024.76193401637
2021-04-13 09:44:00+00:00,100024.76193401637
2021-04-13 09:45:00+00:00,100024.76193401637
2021-04-13 09:46:00+00:00,100024.76193401637
2021-04-13 09:47:00+00:00,100024.76193401637
2021-04-13 09:48:00+00:00,100024.76193401637
2021-04-13 09:49:00+00:00,100024.76193401637
2021-04-13 09:50:00+00:00,100024.76193401637
2021-04-13 09:51:00+00:00,100024.76193401637
2021-04-13 09:52:00+00:00,100024.76193401637
2021-04-13 09:53:00+00:00,100024.76193401637
2021-04-13 09:54:00+00:00,100024.76193401637
2021-04-13 09:55:00+00:00,100024.76193401637
2021-04-13 09:56:00+00:00,100024.76193401637
2021-04-13 09:57:00+00:00,100024.76193401637
2021-04-13 09:58:00+00:00,100024.76193401637
2021-04-13 09:59:00+00:00,100024.76193401637
2021-04-13 10:00:00+00:00,100024.76193401637
2021-04-13 10:01:00+00:00,100024.76193401637
2021-04-13 10:02:00+00:00,100024.76193401637
2021-04-13 10:03:00+00:00,100024.76193401637
2021-04-13 10:04:00+00:00,100024.76193401637
2021-04-13 10:05:00+00:00,100024.76193401637
2021-04-13 10:06:00+00:00,100024.76193401637
2021-04-13 10:07:00+00:00,100024.76193401637
2021-04-13 10:08:00+00:00,100024.76193401637
2021-04-13 10:09:00+00:00,100024.76193401637
2021-04-13 10:10:00+00:00,100024.76193401637
2021-04-13 10:11:00+00:00,100024.76193401637
2021-04-13 10:12:00+00:00,100024.76193401637
2021-04-13 10:13:00+00:00,100024.76193401637
2021-04-13 10:14:00+00:00,100024.76193401637
2021-04-13 10:15:00+00:00,100024.76193401637
2021-04-13 10:16:00+00:00,100024.76193401637
2021-04-13 10:17:00+00:00,100024.76193401637
2021-04-13 10:18:00+00:00,100024.76193401637
2021-04-13 10:19:00+00:00,100024.76193401637
2021-04-13 10:20:00+00:00,100024.76193401637
2021-04-13 10:21:00+00:00,100024.76193401637
2021-04-13 10:22:00+00:00,100024.76193401637
2021-04-13 10:23:00+00:00,100024.76193401637
2021-04-13 10:24:00+00:00,100024.76193401637
2021-04-13 10:25:00+00:00,100024.76193401637
2021-04-13 10:26:00+00:00,100024.76193401637
2021-04-13 10:27:00+00:00,100024.76193401637
2021-04-13 10:28:00+00:00,100024.76193401637
2021-04-13 10:29:00+00:00,100024.76193401637
2021-04-13 10:30:00+00:00,100024.76193401637
2021-04-13 10:31:00+00:00,100024.76193401637
2021-04-13 10:32:00+00:00,100024.76193401637
2021-04-13 10:33:00+00:00,100024.76193401637
2021-04-13 10:34:00+00:00,100024.76193401637
2021-04-13 10:35:00+00:00,100024.76193401637
2021-04-13 10:36:00+00:00,100024.76193401637
2021-04-13 10:37:00+00:00,100024.76193401637
2021-04-13 10:38:00+00:00,100024.76193401637
2021-04-13 10:39:00+00:00,100024.76193401637
2021-04-13 10:40:00+00:00,100024.76193401637
2021-04-13 10:41:00+00:00,100024.76193401637
2021-04-13 10:42:00+00:00,100024.76193401637
2021-04-13 10:43:00+00:00,100024.76193401637
2021-04-13 10:44:00+00:00,100024.76193401637
2021-04-13 10:45:00+00:00,100024.76193401637
2021-04-13 10:46:00+00:00,100024.76193401637
2021-04-13 10:47:00+00:00,100024.76193401637
2021-04-13 10:48:00+00:00,100024.76193401637
2021-04-13 10:49:00+00:00,100024.76193401637
2021-04-13 10:50:00+00:00,100024.76193401637
2021-04-13 10:51:00+00:00,100024.76193401637
2021-04-13 10:52:00+00:00,100024.76193401637
2021-04-13 10:53:00+00:00,100024.76193401637
2021-04-13 10:54:00+00:00,100024.76193401637
2021-04-13 10:55:00+00:00,100024.76193401637
2021-04-13 10:56:00+00:00,100024.76193401637
2021-04-13 10:57:00+00:00,100024.76193401637
2021-04-13 10:58:00+00:00,100024.76193401637
2021-04-13 10:59:00+00:00,100024.76193401637
2021-04-13 11:00:00+00:00,100024.76193401637
2021-04-13 11:01:00+00:00,100024.76193401637
2021-04-13 11:02:00+00:00,100024.76193401637
2021-04-13 11:03:00+00:00,100024.76193401637
2021-04-13 11:04:00+00:00,100024.76193401637
2021-04-13 11:05:00+00:00,100024.76193401637
2021-04-13 11:06:00+00:00,100024.76193401637
2021-04-13 11:07:00+00:00,100024.76193401637
2021-04-13 11:08:00+00:00,100024.76193401637
2021-04-13 11:09:00+00:00,100024.76193401637
2021-04-13 11:10:00+00:00,100024.76193401637
2021-04-13 11:11:00+00:00,100024.76193401637
2021-04-13 11:12:00+00:00,100024.76193401637
2021-04-13 11:13:00+00:00,100024.76193401637
2021-04-13 11:14:00+00:00,100024.76193401637
2021-04-13 11:15:00+00:00,100024.76193401637
2021-04-13 11:16:00+00:00,100024.76193401637
2021-04-13 11:17:00+00:00,100024.76193401637
2021-04-13 11:18:00+00:00,100024.76193401637
2021-04-13 11:19:00+00:00,100024.76193401637
2021-04-13 11:20:00+00:00,100024.76193401637
2021-04-13 11:21:00+00:00,100024.76193401637
2021-04-13 11:22:00+00:00,100024.76193401637
2021-04-13 11:23:00+00:00,100024.76193401637
2021-04-13 11:24:00+00:00,100024.76193401637
2021-04-13 11:25:00+00:00,100024.76193401637
2021-04-13 11:26:00+00:00,100024.76193401637
2021-04-13 11:27:00+00:00,100024.76193401637
2021-04-13 11:28:00+00:00,100024.76193401637
2021-04-13 11:29:00+00:00,100024.76193401637
2021-04-13 11:30:00+00:00,100024.76193401637
2021-04-13 11:31:00+00:00,100024.76193401637
2021-04-13 11:32:00+00:00,100022.93657795602
2021-04-13 11:33:00+00:00,100024.67731664501
2021-04-13 11:34:00+00:00,100022.7600505386
2021-04-13 11:35:00+00:00,100022.33524691935
2021-04-13 11:36:00+00:00,100024.37610371613
2021-04-13 11:37:00+00:00,100026.41665240936
2021-04-13 11:38:00+00:00,100025.20485308381
2021-04-13 11:39:00+00:00,100025.72045441202
2021-04-13 11:40:00+00:00,100020.94630048546
2021-04-13 11:41:00+00:00,100022.29558224535
2021-04-13 11:42:00+00:00,100024.66521487219
2021-04-13 11:43:00+00:00,100027.50281690387
2021-04-13 11:44:00+00:00,100018.98020508727
2021-04-13 11:45:00+00:00,100020.11817697663
2021-04-13 11:46:00+00:00,100028.00051277515
2021-04-13 11:47:00+00:00,100026.43808895146
2021-04-13 11:48:00+00:00,100027.5232742891
2021-04-13 11:49:00+00:00,100024.311335986
2021-04-13 11:50:00+00:00,100027.07616249818
2021-04-13 11:51:00+00:00,100032.65718619154
2021-04-13 11:52:00+00:00,100035.40007118155
2021-04-13 11:53:00+00:00,100036.73817079588
2021-04-13 11:54:00+00:00,100036.73817079588
2021-04-13 11:55:00+00:00,100036.73817079588
2021-04-13 11:56:00+00:00,100036.73817079588
2021-04-13 11:57:00+00:00,100035.40788288659
2021-04-13 11:58:00+00:00,100034.41162722316
2021-04-13 11:59:00+00:00,100040.31640413987
2021-04-13 12:00:00+00:00,100037.25347660862
2021-04-13 12:01:00+00:00,100035.1260567041
2021-04-13 12:02:00+00:00,100036.81731870883
2021-04-13 12:03:00+00:00,100035.87763228027
2021-04-13 12:04:00+00:00,100033.47219823711
2021-04-13 12:05:00+00:00,100033.91716484693
2021-04-13 12:06:00+00:00,100031.34556319311
2021-04-13 12:07:00+00:00,100034.18941585929
2021-04-13 12:08:00+00:00,100030.70085412316
2021-04-13 12:09:00+00:00,100034.41787512496
2021-04-13 12:10:00+00:00,100037.76476020968
2021-04-13 12:11:00+00:00,100035.29852301326
2021-04-13 12:12:00+00:00,100034.84622788498
2021-04-13 12:13:00+00:00,100036.955936466
2021-04-13 12:14:00+00:00,100040.79827148099
2021-04-13 12:15:00+00:00,100042.69736967061
2021-04-13 12:16:00+00:00,100035.45284423893
2021-04-13 12:17:00+00:00,100030.87142950004
2021-04-13 12:18:00+00:00,100036.56141943217
2021-04-13 12:19:00+00:00,100037.48660127382
2021-04-13 12:20:00+00:00,100035.72374309627
2021-04-13 12:21:00+00:00,100035.11186280398
2021-04-13 12:22:00+00:00,100036.61742656643
2021-04-13 12:23:00+00:00,100035.67544430157
2021-04-13 12:24:00+00:00,100036.51275956024
2021-04-13 12:25:00+00:00,100035.39741566502
2021-04-13 12:26:00+00:00,100033.70985097477
2021-04-13 12:27:00+00:00,100031.99261558686
2021-04-13 12:28:00+00:00,100033.11755389972
2021-04-13 12:29:00+00:00,100032.92382062749
2021-04-13 12:30:00+00:00,100025.82971745214
2021-04-13 12:31:00+00:00,100031.74737133867
2021-04-13 12:32:00+00:00,100023.55431911719
2021-04-13 12:33:00+00:00,100023.73958961925
2021-04-13 12:34:00+00:00,100022.16850229523
2021-04-13 12:35:00+00:00,100021.69345403137
2021-04-13 12:36:00+00:00,100018.11950085917
2021-04-13 12:37:00+00:00,100017.97799795789
2021-04-13 12:38:00+00:00,100013.6607187516
2021-04-13 12:39:00+00:00,100010.35576572016
2021-04-13 12:40:00+00:00,100010.35576572016
2021-04-13 12:41:00+00:00,100010.35576572016
2021-04-13 12:42:00+00:00,100010.35576572016
2021-04-13 12:43:00+00:00,100010.35576572016
2021-04-13 12:44:00+00:00,100008.63889169777
2021-04-13 12:45:00+00:00,100015.52857543305
2021-04-13 12:46:00+00:00,100018.77602382448
2021-04-13 12:47:00+00:00,100015.08969612156
2021-04-13 12:48:00+00:00,100016.14875879415
2021-04-13 12:49:00+00:00,100017.17664551224
2021-04-13 12:50:00+00:00,100019.04836409315
2021-04-13 12:51:00+00:00,100011.344248937
2021-04-13 12:52:00+00:00,100000.13622798638
2021-04-13 12:53:00+00:00,99994.92411589975
2021-04-13 12:54:00+00:00,99990.78084581174
2021-04-13 12:55:00+00:00,99987.02344903599
2021-04-13 12:56:00+00:00,99980.05254734629
2021-04-13 12:57:00+00:00,99975.63972384023
2021-04-13 12:58:00+00:00,99975.26536167221
2021-04-13 12:59:00+00:00,99975.26536167221
2021-04-13 13:00:00+00:00,99975.26536167221
2021-04-13 13:01:00+00:00,99975.26536167221
2021-04-13 13:02:00+00:00,99975.26536167221
2021-04-13 13:03:00+00:00,99975.26536167221
2021-04-13 13:04:00+00:00,99975.26536167221
2021-04-13 13:05:00+00:00,99975.26536167221
2021-04-13 13:06:00+00:00,99975.26536167221
2021-04-13 13:07:00+00:00,99975.26536167221
2021-04-13 13:08:00+00:00,99975.26536167221
2021-04-13 13:09:00+00:00,99975.26536167221
2021-04-13 13:10:00+00:00,99975.26536167221
2021-04-13 13:11:00+00:00,99975.26536167221
2021-04-13 13:12:00+00:00,99975.26536167221
2021-04-13 13:13:00+00:00,99975.26536167221
2021-04-13 13:14:00+00:00,99975.26536167221
2021-04-13 13:15:00+00:00,99975.26536167221
2021-04-13 13:16:00+00:00,99975.26536167221
2021-04-13 13:17:00+00:00,99975.26536167221
2021-04-13 13:18:00+00:00,99975.26536167221
2021-04-13 13:19:00+00:00,99975.26536167221
2021-04-13 13:20:00+00:00,99975.26536167221
2021-04-13 13:21:00+00:00,99975.26536167221
2021-04-13 13:22:00+00:00,99975.26536167221
2021-04-13 13:23:00+00:00,99975.26536167221
2021-04-13 13:24:00+00:00,99975.26536167221
2021-04-13 13:25:00+00:00,99975.26536167221
2021-04-13 13:26:00+00:00,99975.26536167221
2021-04-13 13:27:00+00:00,99975.26536167221
2021-04-13 13:28:00+00:00,99975.26536167221
2021-04-13 13:29:00+00:00,99975.26536167221
2021-04-13 13:30:00+00:00,99975.26536167221
2021-04-13 13:31:00+00:00,99975.26536167221
2021-04-13 13:32:00+00:00,99972.39448007332
2021-04-13 13:33:00+00:00,99974.09107589412
2021-04-13 13:34:00+00:00,99972.90908294123
2021-04-13 13:35:00+00:00,99974.14994490247
2021-04-13 13:36:00+00:00,99971.06034032702
2021-04-13 13:37:00+00:00,99966.91872258869
2021-04-13 13:38:00+00:00,99966.63102014351
2021-04-13 13:39:00+00:00,99966.13504469667
2021-04-13 13:40:00+00:00,99963.71165173742
2021-04-13 13:41:00+00:00,99963.71165173742
2021-04-13 13:42:00+00:00,99963.71165173742
2021-04-13 13:43:00+00:00,99963.71165173742
2021-04-13 13:44:00+00:00,99963.71165173742
2021-04-13 13:45:00+00:00,99967.5620187307
2021-04-13 13:46:00+00:00,99962.16835079087
2021-04-13 13:47:00+00:00,99967.20457935445
2021-04-13 13:48:00+00:00,99968.5240947666
2021-04-13 13:49:00+00:00,99968.962907961
2021-04-13 13:50:00+00:00,99967.76190641466
2021-04-13 13:51:00+00:00,99968.95992213038
2021-04-13 13:52:00+00:00,99970.71880040252
2021-04-13 13:53:00+00:00,99971.15120162844
2021-04-13 13:54:00+00:00,99972.8275343401
2021-04-13 13:55:00+00:00,99978.62585998418
2021-04-13 13:56:00+00:00,99975.75679072477
2021-04-13 13:57:00+00:00,99974.60616625073
2021-04-13 13:58:00+00:00,99977.96453073078
2021-04-13 13:59:00+00:00,99979.77716491952
2021-04-13 14:00:00+00:00,99971.93735510838
2021-04-13 14:01:00+00:00,99971.94303435548
2021-04-13 14:02:00+00:00,99969.97869975746
2021-04-13 14:03:00+00:00,99969.76161371253
2021-04-13 14:04:00+00:00,99968.86564116004
2021-04-13 14:05:00+00:00,99973.65360035848
2021-04-13 14:06:00+00:00,99978.74790415615
2021-04-13 14:07:00+00:00,99981.10816313728
2021-04-13 14:08:00+00:00,99977.75527517872
2021-04-13 14:09:00+00:00,99983.1452614727
2021-04-13 14:10:00+00:00,99984.95750157628
2021-04-13 14:11:00+00:00,99986.95916142392
2021-04-13 14:12:00+00:00,99985.31590712782
2021-04-13 14:13:00+00:00,99988.29392692272
2021-04-13 14:14:00+00:00,99986.97543388704
2021-04-13 14:15:00+00:00,99988.31356012114
2021-04-13 14:16:00+00:00,99986.86069727567
2021-04-13 14:17:00+00:00,99987.76945168948
2021-04-13 14:18:00+00:00,99987.45927648968
2021-04-13 14:19:00+00:00,99989.60019310382
2021-04-13 14:20:00+00:00,99989.92284309528
2021-04-13 14:21:00+00:00,99988.61286767082
2021-04-13 14:22:00+00:00,99989.24528059752
2021-04-13 14:23:00+00:00,99989.2722500523
2021-04-13 14:24:00+00:00,99990.31706936778
2021-04-13 14:25:00+00:00,99991.93678880205
2021-04-13 14:26:00+00:00,99992.43095696365
2021-04-13 14:27:00+00:00,99992.94992061939
2021-04-13 14:28:00+00:00,99994.52751875547
2021-04-13 14:29:00+00:00,99994.42442129026
2021-04-13 14:30:00+00:00,99998.38661641504
2021-04-13 14:31:00+00:00,99998.38661641504
2021-04-13 14:32:00+00:00,99998.38661641504
2021-04-13 14:33:00+00:00,99995.65603480424
2021-04-13 14:34:00+00:00,99995.22163116281
2021-04-13 14:35:00+00:00,99992.68583428185
2021-04-13 14:36:00+00:00,99997.4809933097
2021-04-13 14:37:00+00:00,99997.59173764392
2021-04-13 14:38:00+00:00,99997.16499210041
2021-04-13 14:39:00+00:00,99995.05041527768
2021-04-13 14:40:00+00:00,99991.92994876568
2021-04-13 14:41:00+00:00,99988.92691795487
2021-04-13 14:42:00+00:00,99982.07221456444
2021-04-13 14:43:00+00:00,99983.0819142152
2021-04-13 14:44:00+00:00,99982.8922842002
2021-04-13 14:45:00+00:00,99980.50922762124
2021-04-13 14:46:00+00:00,99977.86895814637
2021-04-13 14:47:00+00:00,99975.30546673876
2021-04-13 14:48:00+00:00,99975.30546673876
2021-04-13 14:49:00+00:00,99975.30546673876
2021-04-13 14:50:00+00:00,99975.30546673876
2021-04-13 14:51:00+00:00,99975.30546673876
2021-04-13 14:52:00+00:00,99975.30546673876
2021-04-13 14:53:00+00:00,99975.30546673876
2021-04-13 14:54:00+00:00,99975.30546673876
2021-04-13 14:55:00+00:00,99975.30546673876
2021-04-13 14:56:00+00:00,99975.30546673876
2021-04-13 14:57:00+00:00,99978.4355775431
2021-04-13 14:58:00+00:00,99975.9999169323
2021-04-13 14:59:00+00:00,99977.80364359404
2021-04-13 15:00:00+00:00,99973.7276304189
2021-04-13 15:01:00+00:00,99974.34782029172
2021-04-13 15:02:00+00:00,99976.92497546283
2021-04-13 15:03:00+00:00,99975.68109341136
2021-04-13 15:04:00+00:00,99975.3688713561
2021-04-13 15:05:00+00:00,99978.93251452835
2021-04-13 15:06:00+00:00,99982.92586674941
2021-04-13 15:07:00+00:00,99987.42659523494
2021-04-13 15:08:00+00:00,99989.98303505612
2021-04-13 15:09:00+00:00,99994.2772930734
2021-04-13 15:10:00+00:00,100006.26419137885
2021-04-13 15:11:00+00:00,100013.23372436535
2021-04-13 15:12:00+00:00,100015.42097739562
2021-04-13 15:13:00+00:00,100013.44981375599
2021-04-13 15:14:00+00:00,100011.15724413256
2021-04-13 15:15:00+00:00,100010.95286485211
2021-04-13 15:16:00+00:00,100013.73178496116
2021-04-13 15:17:00+00:00,100008.33126598547
2021-04-13 15:18:00+00:00,100007.0478570599
2021-04-13 15:19:00+00:00,100002.02349979334
2021-04-13 15:20:00+00:00,100002.9956915726
2021-04-13 15:21:00+00:00,100000.43204507403
2021-04-13 15:22:00+00:00,99999.20947952024
2021-04-13 15:23:00+00:00,99999.20947952024
2021-04-13 15:24:00+00:00,99999.20947952024
2021-04-13 15:25:00+00:00,99999.20947952024
2021-04-13 15:26:00+00:00,99999.20947952024
2021-04-13 15:27:00+00:00,99999.20947952024
2021-04-13 15:28:00+00:00,99999.20947952024
2021-04-13 15:29:00+00:00,99999.20947952024
